Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,59.6875,59.977500915527344,59.18000030517578,59.977500915527344,59.741241455078125,23753600
2020-01-03,58.775001525878906,59.45750045776367,58.525001525878906,59.01750183105469,58.785030364990234,20538400
2020-01-06,58.08000183105469,59.317501068115234,57.817501068115234,59.26499938964844,59.03154373168945,26263600
2020-01-07,59.54999923706055,60.442501068115234,59.09749984741211,59.98249816894531,59.74622344970703,31485600
2020-01-08,59.939998626708984,60.5099983215332,59.537498474121094,60.095001220703125,59.858280181884766,27710800
2020-01-09,60.962501525878906,61.48249816894531,60.21500015258789,60.755001068115234,60.51567459106445,25511200
2020-01-10,61.83250045776367,62.13750076293945,60.9375,61.08000183105469,60.83939743041992,31629600
2020-01-13,61.915000915527344,63.247501373291016,61.6875,62.994998931884766,62.746856689453125,31984000
2020-01-14,62.564998626708984,62.81999969482422,61.6875,61.81999969482422,61.576480865478516,35908800
2020-01-15,61.9474983215332,62.17250061035156,61.13249969482422,61.39250183105469,61.150672912597656,26310400
2020-01-16,61.93000030517578,62.29249954223633,61.69499969482422,62.23249816894531,61.98735046386719,28419200
2020-01-17,62.42499923706055,62.5,61.842498779296875,62.31999969482422,62.07450485229492,25379200
2020-01-21,61.95249938964844,62.3224983215332,61.64250183105469,61.98500061035156,61.74083709716797,21791600
2020-01-22,62.439998626708984,63.397499084472656,62.25,62.52750015258789,62.281192779541016,23924000
2020-01-23,62.93000030517578,63.29999923706055,62.037498474121094,63.21500015258789,62.96598434448242,24451600
2020-01-24,64.375,64.875,62.07500076293945,62.619998931884766,62.373329162597656,37351200
2020-01-27,59.560001373291016,60.5625,58.057498931884766,60.04999923706055,59.81344985961914,47053600
2020-01-28,60.712501525878906,62.317501068115234,60.1775016784668,61.99250030517578,61.748294830322266,31097600
2020-01-29,61.84749984741211,62.209999084472656,60.98500061035156,61.3849983215332,61.14319610595703,25884800
2020-01-30,60.40250015258789,61.587501525878906,59.849998474121094,61.45249938964844,61.21043395996094,29050400
2020-01-31,60.99250030517578,61.11249923706055,58.6875,59.10749816894531,58.874671936035156,37042000
2020-02-03,58.92499923706055,60.27750015258789,58.86249923706055,60.08250045776367,59.845829010009766,25556400
2020-02-04,61.50749969482422,61.974998474121094,61.005001068115234,61.782501220703125,61.539127349853516,27154400
2020-02-05,62.997501373291016,63.099998474121094,61.852500915527344,62.689998626708984,62.443050384521484,20822000
2020-02-06,63.03499984741211,63.5625,62.220001220703125,63.5625,63.31211471557617,21828400
2020-02-07,63.15999984741211,63.38249969482422,62.64250183105469,62.897499084472656,62.64973068237305,18975200
2020-02-10,63.125,65.75,63.07500076293945,65.74250030517578,65.48352813720703,52960800
2020-02-11,66.83000183105469,68.125,66.2074966430664,66.97250366210938,66.70869445800781,63855600
2020-02-12,67.50250244140625,68.19999694824219,67.11250305175781,68.13500213623047,67.86662292480469,37464400
2020-02-13,67.55249786376953,68.37000274658203,67.27749633789062,67.69499969482422,67.42833709716797,52801600
2020-02-14,71.81500244140625,73.74250030517578,71.5,72.44750213623047,72.16212463378906,104192400
2020-02-18,71.41000366210938,74.32749938964844,71.21499633789062,74.14250183105469,73.85043334960938,62016400
2020-02-19,75.37249755859375,78.85250091552734,75.37249755859375,78.67500305175781,78.36508178710938,69433200
2020-02-20,78.19249725341797,79.08000183105469,74.0875015258789,77.17500305175781,76.8709945678711,81005200
2020-02-21,76.04750061035156,76.30000305175781,72.66500091552734,73.51750183105469,73.22789764404297,76818000
2020-02-24,67.54750061035156,70.46749877929688,67.0,68.31999969482422,68.0508804321289,85691600
2020-02-25,69.07499694824219,69.69750213623047,64.48999786376953,65.51249694824219,65.2544174194336,105549600
2020-02-26,65.51499938964844,68.86250305175781,65.5,66.9124984741211,66.64893341064453,74773200
2020-02-27,63.724998474121094,66.75,62.22249984741211,63.150001525878906,62.938873291015625,90641600
2020-02-28,60.6150016784668,68.11499786376953,60.4474983215332,67.51750183105469,67.29175567626953,113325200
2020-03-02,69.2249984741211,69.39749908447266,65.25,69.10749816894531,68.87644958496094,89074400
2020-03-03,69.6675033569336,70.26750183105469,65.61499786376953,66.47250366210938,66.25025177001953,65279200
2020-03-04,67.55000305175781,71.22250366210938,66.80000305175781,71.12750244140625,70.88969421386719,59740800
2020-03-05,69.125,70.80000305175781,67.875,68.32250213623047,68.09407806396484,54032800
2020-03-06,66.5199966430664,67.09750366210938,64.5,66.51000213623047,66.28763580322266,51541200
2020-03-09,59.974998474121094,64.8499984741211,59.54499816894531,61.36000061035156,61.15485382080078,61416000
2020-03-10,64.13500213623047,65.2699966430664,61.497501373291016,65.2699966430664,65.05176544189453,58064800
2020-03-11,63.8650016784668,64.1500015258789,60.64250183105469,61.61750030517578,61.41149139404297,49996400
2020-03-12,56.3650016784668,59.029998779296875,53.95000076293945,54.07749938964844,53.89670181274414,81654000
2020-03-13,57.625,60.255001068115234,54.90250015258789,60.209999084472656,60.008705139160156,63483600
2020-03-16,53.102500915527344,56.525001525878906,48.5,49.099998474121094,48.93583679199219,72697200
2020-03-17,50.227500915527344,55.21500015258789,47.75,54.317501068115234,54.13589859008789,83363200
2020-03-18,50.025001525878906,52.48500061035156,45.16999816894531,50.70500183105469,50.53547286987305,87426800
2020-03-19,50.4900016784668,54.182498931884766,48.34749984741211,53.24250030517578,53.064483642578125,76551200
2020-03-20,54.75,57.58000183105469,51.282501220703125,51.4375,51.26552963256836,80463600
2020-03-23,51.4275016784668,54.119998931884766,49.630001068115234,53.17250061035156,52.99473190307617,64387600
2020-03-24,57.25,63.165000915527344,57.01250076293945,62.29499816894531,62.08672332763672,110164400
2020-03-25,63.45000076293945,65.45500183105469,60.915000915527344,61.404998779296875,61.1996955871582,79343200
2020-03-26,63.48500061035156,65.55500030517578,62.5,64.30999755859375,64.09500122070312,69610800
2020-03-27,62.5,65.77999877929688,62.16999816894531,63.182498931884766,62.97125244140625,63882800
2020-03-30,63.84000015258789,66.48999786376953,63.397499084472656,66.39749908447266,66.17548370361328,60225200
2020-03-31,66.80000305175781,68.8499984741211,64.4375,65.9000015258789,65.6796875,94996000
2020-04-01,63.912498474121094,65.38249969482422,60.31999969482422,60.76750183105469,60.564334869384766,65691200
2020-04-02,61.060001373291016,64.0,60.57749938964844,63.86750030517578,63.65396499633789,67576400
2020-04-03,63.4900016784668,63.907501220703125,59.59749984741211,60.977500915527344,60.773624420166016,66321200
2020-04-06,63.810001373291016,67.47000122070312,63.23249816894531,67.0999984741211,66.87565612792969,72788400
2020-04-07,69.32499694824219,69.5625,64.32499694824219,64.75749969482422,64.54098510742188,78452000
